player_matchName,player_playerId,team_name,contestantId,duelLost,aerialLost,player_position,player_positionSide,player_subPosition,successfulOpenPlayPass,totalContest,duelWon,penAreaEntries,accurateBackZonePass,possWonDef3rd,wonContest,accurateFwdZonePass,openPlayPass,totalBackZonePass,minsPlayed,fwdPass,finalThirdEntries,ballRecovery,totalFwdZonePass,successfulFinalThirdPasses,totalFinalThirdPasses,attAssistOpenplay,aerialWon,totalAttAssist,possWonMid3rd,interception,totalCrossNocorner,interceptionWon,attOpenplay,touchesInOppBox,attemptsIbox,totalThroughBall,possWonAtt3rd,accurateCrossNocorner,bigChanceCreated,accurateThroughBall,totalLayoffs,accurateLayoffs,totalFastbreak,shotFastbreak,formationUsed,totalLongBalls,goals,label,match_id,date,possLostAll,country,league_name,season
R. van Wolfswinkel,36veg0wk1z3om89daf0clbl5h,Twente,4tic29sox7m39fy1ztgv0jsiq,4,2,Striker,Centre,NaN,9,1,4,1,2,NaN,1,7,15,3,90,6,1,4,12,4,6,NaN,1,NaN,3,2,NaN,2,2,7,3,NaN,1,NaN,NaN,NaN,3,3,NaN,NaN,4231,1,1,Twente vs Fortuna Sittard,5tj9c052m3qrojh2c6o5c8glw,2025-09-26,8,NLD,Eredivisie,2025_2026
S. Karssies,1rb3nj8hn58ynsadzive0h36y,Twente,4tic29sox7m39fy1ztgv0jsiq,NaN,NaN,Substitute,NaN,Goalkeeper,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4231,NaN,NaN,Twente vs Fortuna Sittard,5tj9c052m3qrojh2c6o5c8glw,2025-09-26,NaN,NLD,Eredivisie,2025_2026
B. Kuipers,6ydojoa3581jgszpjqj7i8zpx,Twente,4tic29sox7m39fy1ztgv0jsiq,1,1,Substitute,NaN,Defender,8,NaN,1,1,4,NaN,NaN,5,11,7,17,3,NaN,1,5,1,1,NaN,1,NaN,1,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,4231,1,NaN,Twente vs Fortuna Sittard,5tj9c052m3qrojh2c6o5c8glw,2025-09-26,4,NLD,Eredivisie,2025_2026
Guilherme Peixoto,athunjrtaem9tn76hf10dw07o,Twente,4tic29sox7m39fy1ztgv0jsiq,NaN,NaN,Substitute,NaN,Defender,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4231,NaN,NaN,Twente vs Fortuna Sittard,5tj9c052m3qrojh2c6o5c8glw,2025-09-26,NaN,NLD,Eredivisie,2025_2026
B. Nagel,53cj8eo7e6ur7dska2m1xx0k4,Twente,4tic29sox7m39fy1ztgv0jsiq,NaN,NaN,Substitute,NaN,Midfielder,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4231,NaN,NaN,Twente vs Fortuna Sittard,5tj9c052m3qrojh2c6o5c8glw,2025-09-26,NaN,NLD,Eredivisie,2025_2026
R. Nijstad,3xlkchrk28u0cb620cajre1hw,Twente,4tic29sox7m39fy1ztgv0jsiq,NaN,NaN,Substitute,NaN,Defender,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4231,NaN,NaN,Twente vs Fortuna Sittard,5tj9c052m3qrojh2c6o5c8glw,2025-09-26,NaN,NLD,Eredivisie,2025_2026
M. Pjaca,2hbduprkyabq8g1nhe6b4g3bp,Twente,4tic29sox7m39fy1ztgv0jsiq,NaN,NaN,Substitute,NaN,Attacker,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4231,NaN,NaN,Twente vs Fortuna Sittard,5tj9c052m3qrojh2c6o5c8glw,2025-09-26,NaN,NLD,Eredivisie,2025_2026
P. Tytoń,5g0q7azk54eryl8vcgyb2oj4l,Twente,4tic29sox7m39fy1ztgv0jsiq,NaN,NaN,Substitute,NaN,Goalkeeper,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4231,NaN,NaN,Twente vs Fortuna Sittard,5tj9c052m3qrojh2c6o5c8glw,2025-09-26,NaN,NLD,Eredivisie,2025_2026
L. Vennegoor of Hesselink,ax1f2gncrjm3q6wixxdr4chzo,Twente,4tic29sox7m39fy1ztgv0jsiq,NaN,NaN,Substitute,NaN,Attacker,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4231,NaN,NaN,Twente vs Fortuna Sittard,5tj9c052m3qrojh2c6o5c8glw,2025-09-26,NaN,NLD,Eredivisie,2025_2026
A. Verschueren,723av2redj2ej6livx0g81wwl,Twente,4tic29sox7m39fy1ztgv0jsiq,4,2,Substitute,NaN,Midfielder,2,NaN,NaN,NaN,1,NaN,NaN,2,3,2,7,1,NaN,NaN,2,2,2,1,NaN,1,NaN,NaN,NaN,NaN,1,2,1,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,4231,NaN,NaN,Twente vs Fortuna Sittard,5tj9c052m3qrojh2c6o5c8glw,2025-09-26,2,NLD,Eredivisie,2025_2026
T. van den Belt,a339o11ut8s1o9odm6ybc4pka,Twente,4tic29sox7m39fy1ztgv0jsiq,3,1,Substitute,NaN,Midfielder,23,NaN,6,2,10,1,NaN,13,33,13,45,15,5,1,20,7,11,NaN,2,NaN,NaN,NaN,NaN,NaN,1,1,NaN,NaN,NaN,NaN,NaN,NaN,1,1,NaN,NaN,4231,4,1,Twente vs Fortuna Sittard,5tj9c052m3qrojh2c6o5c8glw,2025-09-26,12,NLD,Eredivisie,2025_2026
N. Ünüvar,a185wef6iz1nun1wry40jcgoa,Twente,4tic29sox7m39fy1ztgv0jsiq,4,NaN,Substitute,NaN,Attacker,7,NaN,NaN,2,4,NaN,NaN,3,9,5,18,4,NaN,2,4,2,2,1,NaN,1,2,NaN,NaN,NaN,2,2,2,NaN,NaN,NaN,NaN,NaN,2,1,1,1,4231,NaN,NaN,Twente vs Fortuna Sittard,5tj9c052m3qrojh2c6o5c8glw,2025-09-26,5,NLD,Eredivisie,2025_2026
M. Branderhorst,16mtjri8tz6vmxtxwr34y2tp1,Fortuna Sittard,3ebril33e08ddzob4bhq8awsr,NaN,NaN,Goalkeeper,Centre,NaN,8,NaN,NaN,1,3,2,NaN,12,18,7,90,35,6,12,29,2,6,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4231,35,NaN,Twente vs Fortuna Sittard,5tj9c052m3qrojh2c6o5c8glw,2025-09-26,21,NLD,Eredivisie,2025_2026
J. Dahlhaus,bnkzwpd607re6s01oa77wcodm,Fortuna Sittard,3ebril33e08ddzob4bhq8awsr,11,3,Defender,Left,NaN,30,2,3,1,20,4,NaN,11,38,22,90,16,5,5,18,1,3,NaN,1,NaN,1,5,1,5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4231,7,NaN,Twente vs Fortuna Sittard,5tj9c052m3qrojh2c6o5c8glw,2025-09-26,18,NLD,Eredivisie,2025_2026
Iván Márquez,570htztcvfsu947xw6fvtzmc5,Fortuna Sittard,3ebril33e08ddzob4bhq8awsr,2,2,Defender,Left/Centre,NaN,37,NaN,2,NaN,32,NaN,NaN,7,45,35,90,14,1,1,12,NaN,1,NaN,2,NaN,1,2,NaN,2,NaN,1,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4231,4,NaN,Twente vs Fortuna Sittard,5tj9c052m3qrojh2c6o5c8glw,2025-09-26,9,NLD,Eredivisie,2025_2026
S. Adewoye,8przxwwothu3crflys7ahl4dm,Fortuna Sittard,3ebril33e08ddzob4bhq8awsr,2,NaN,Defender,Centre/Right,NaN,34,NaN,3,NaN,28,3,NaN,8,43,31,77,16,6,3,14,3,7,NaN,1,NaN,NaN,2,NaN,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4231,6,NaN,Twente vs Fortuna Sittard,5tj9c052m3qrojh2c6o5c8glw,2025-09-26,10,NLD,Eredivisie,2025_2026
D. Limnios,2ifp36vdm0d6rb3xc7muuvv11,Fortuna Sittard,3ebril33e08ddzob4bhq8awsr,2,NaN,Defender,Right,NaN,15,NaN,2,2,9,3,NaN,6,20,12,61,4,1,4,9,4,5,NaN,NaN,NaN,1,1,1,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4231,1,NaN,Twente vs Fortuna Sittard,5tj9c052m3qrojh2c6o5c8glw,2025-09-26,10,NLD,Eredivisie,2025_2026
R. Fosso,44m4s9f1ckgdavmqjo0icx016,Fortuna Sittard,3ebril33e08ddzob4bhq8awsr,5,NaN,Defensive Midfielder,Left/Centre,NaN,39,2,5,NaN,32,9,1,8,46,35,90,9,3,14,12,2,4,1,NaN,1,5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4231,6,NaN,Twente vs Fortuna Sittard,5tj9c052m3qrojh2c6o5c8glw,2025-09-26,12,NLD,Eredivisie,2025_2026
É. Michut,eyzcfyn1crjcgmm98uk9u8oyy,Fortuna Sittard,3ebril33e08ddzob4bhq8awsr,2,NaN,Defensive Midfielder,Centre/Right,NaN,32,1,12,3,17,1,NaN,15,37,18,90,8,3,3,20,8,10,NaN,2,NaN,2,4,1,4,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,2,2,NaN,NaN,4231,NaN,NaN,Twente vs Fortuna Sittard,5tj9c052m3qrojh2c6o5c8glw,2025-09-26,8,NLD,Eredivisie,2025_2026
K. Peterson,60jptu288hf6gcljkbzcdie39,Fortuna Sittard,3ebril33e08ddzob4bhq8awsr,2,NaN,Attacking Midfielder,Left,NaN,9,2,3,2,4,1,NaN,5,14,4,54,5,3,3,12,3,7,NaN,1,NaN,1,NaN,2,NaN,2,4,1,NaN,1,NaN,NaN,NaN,NaN,NaN,1,1,4231,NaN,NaN,Twente vs Fortuna Sittard,5tj9c052m3qrojh2c6o5c8glw,2025-09-26,11,NLD,Eredivisie,2025_2026
P. Brittijn,7b4jmfu1ejoeci2zmvwuejnys,Fortuna Sittard,3ebril33e08ddzob4bhq8awsr,3,1,Attacking Midfielder,Centre,NaN,11,NaN,7,NaN,4,2,NaN,7,18,5,60,9,7,4,13,4,8,1,3,1,1,1,NaN,1,NaN,NaN,NaN,1,1,NaN,NaN,NaN,1,1,NaN,NaN,4231,3,NaN,Twente vs Fortuna Sittard,5tj9c052m3qrojh2c6o5c8glw,2025-09-26,10,NLD,Eredivisie,2025_2026
M. Ihattaren,9zryne6aa951ltubvjo0gk12i,Fortuna Sittard,3ebril33e08ddzob4bhq8awsr,2,1,Attacking Midfielder,Right,NaN,21,1,NaN,9,10,1,NaN,21,28,10,90,13,6,2,36,11,20,NaN,NaN,1,1,NaN,4,NaN,2,3,NaN,NaN,NaN,NaN,NaN,NaN,1,1,1,1,4231,6,NaN,Twente vs Fortuna Sittard,5tj9c052m3qrojh2c6o5c8glw,2025-09-26,19,NLD,Eredivisie,2025_2026
K. Sierhuis,5ghvrbmlh0tqos9iohj8f7zzd,Fortuna Sittard,3ebril33e08ddzob4bhq8awsr,5,3,Striker,Centre,NaN,11,1,3,1,3,NaN,NaN,8,15,4,54,3,NaN,NaN,11,7,9,1,2,1,NaN,2,NaN,2,NaN,2,NaN,NaN,NaN,NaN,NaN,NaN,2,1,NaN,NaN,4231,NaN,NaN,Twente vs Fortuna Sittard,5tj9c052m3qrojh2c6o5c8glw,2025-09-26,6,NLD,Eredivisie,2025_2026
M. Aïko,4jauu6ue076rbeq56exa4bcyy,Fortuna Sittard,3ebril33e08ddzob4bhq8awsr,4,2,Substitute,NaN,Attacker,4,3,3,3,3,NaN,3,2,5,3,29,NaN,NaN,2,5,1,2,NaN,NaN,1,2,NaN,3,NaN,1,2,NaN,NaN,NaN,1,1,NaN,1,1,NaN,NaN,4231,NaN,NaN,Twente vs Fortuna Sittard,5tj9c052m3qrojh2c6o5c8glw,2025-09-26,4,NLD,Eredivisie,2025_2026
Ivo Pinto,dp0q4f4gbj2buhcu1lb5dzxed,Fortuna Sittard,3ebril33e08ddzob4bhq8awsr,1,NaN,Substitute,NaN,Defender,8,NaN,3,2,2,1,NaN,6,10,2,30,8,4,3,9,3,5,NaN,NaN,NaN,2,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4231,2,NaN,Twente vs Fortuna Sittard,5tj9c052m3qrojh2c6o5c8glw,2025-09-26,6,NLD,Eredivisie,2025_2026
M. Gbemou,a9mx5ndwvtlowjv43716ufswk,Fortuna Sittard,3ebril33e08ddzob4bhq8awsr,NaN,NaN,Substitute,NaN,Midfielder,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4231,NaN,NaN,Twente vs Fortuna Sittard,5tj9c052m3qrojh2c6o5c8glw,2025-09-26,NaN,NLD,Eredivisie,2025_2026
P. Gladon,3jkzywsfc2vjq3h1kqdhhl2hh,Fortuna Sittard,3ebril33e08ddzob4bhq8awsr,5,4,Substitute,NaN,Attacker,5,NaN,6,NaN,2,NaN,NaN,3,10,2,36,5,3,NaN,8,NaN,3,NaN,6,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,1,NaN,NaN,4231,NaN,NaN,Twente vs Fortuna Sittard,5tj9c052m3qrojh2c6o5c8glw,2025-09-26,8,NLD,Eredivisie,2025_2026
J. Hubner,dsh8ta4q6v5ews2e19p9xh6y2,Fortuna Sittard,3ebril33e08ddzob4bhq8awsr,NaN,NaN,Substitute,NaN,Defender,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4231,NaN,NaN,Twente vs Fortuna Sittard,5tj9c052m3qrojh2c6o5c8glw,2025-09-26,NaN,NLD,Eredivisie,2025_2026
M. Kerkez,8yv45yg18w6cujbgt9265905w,Fortuna Sittard,3ebril33e08ddzob4bhq8awsr,NaN,NaN,Substitute,NaN,Midfielder,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4231,NaN,NaN,Twente vs Fortuna Sittard,5tj9c052m3qrojh2c6o5c8glw,2025-09-26,NaN,NLD,Eredivisie,2025_2026
L. Koopmans,axhjtqfa2xxud2tdle8zfxrkl,Fortuna Sittard,3ebril33e08ddzob4bhq8awsr,NaN,NaN,Substitute,NaN,Goalkeeper,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4231,NaN,NaN,Twente vs Fortuna Sittard,5tj9c052m3qrojh2c6o5c8glw,2025-09-26,NaN,NLD,Eredivisie,2025_2026
J. Lonwijk,9o10vhew3jar8tqnkabw0qoyx,Fortuna Sittard,3ebril33e08ddzob4bhq8awsr,5,1,Substitute,NaN,Midfielder,4,NaN,1,NaN,1,1,NaN,3,9,4,36,3,1,2,5,1,2,1,1,1,1,1,NaN,1,1,2,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4231,2,1,Twente vs Fortuna Sittard,5tj9c052m3qrojh2c6o5c8glw,2025-09-26,9,NLD,Eredivisie,2025_2026
N. Martens,3w80829m50d7psepqbeqs2n84,Fortuna Sittard,3ebril33e08ddzob4bhq8awsr,NaN,NaN,Substitute,NaN,Goalkeeper,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4231,NaN,NaN,Twente vs Fortuna Sittard,5tj9c052m3qrojh2c6o5c8glw,2025-09-26,NaN,NLD,Eredivisie,2025_2026
Houboulang Mendes,9bbu1yne0l9j862yodiuldw4p,Fortuna Sittard,3ebril33e08ddzob4bhq8awsr,NaN,NaN,Substitute,NaN,Defender,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4231,NaN,NaN,Twente vs Fortuna Sittard,5tj9c052m3qrojh2c6o5c8glw,2025-09-26,NaN,NLD,Eredivisie,2025_2026
L. Tunjić,30oqkmhal9o3ktfnt06u17spg,Fortuna Sittard,3ebril33e08ddzob4bhq8awsr,NaN,NaN,Substitute,NaN,Midfielder,3,2,4,NaN,1,NaN,2,2,5,2,13,1,NaN,1,3,2,3,NaN,2,NaN,1,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4231,NaN,1,Twente vs Fortuna Sittard,5tj9c052m3qrojh2c6o5c8glw,2025-09-26,2,NLD,Eredivisie,2025_2026
L. Unnerstall,bzanwdo4ihqd6d7vr06bd3845,Twente,4tic29sox7m39fy1ztgv0jsiq,NaN,NaN,Goalkeeper,Centre,NaN,9,NaN,NaN,NaN,11,NaN,NaN,2,14,12,90,16,1,2,10,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,4231,12,NaN,Twente vs Heracles,5z20o8vxpngjqpnzic4kielg4,2025-10-05,9,NLD,Eredivisie,2025_2026
M. Rots,5r47vtvu418kae5j2rpv6w2dw,Twente,4tic29sox7m39fy1ztgv0jsiq,7,2,Defender,Left,NaN,40,3,6,4,14,2,NaN,28,48,14,90,22,11,7,40,19,23,2,1,2,5,1,4,1,1,2,NaN,NaN,NaN,NaN,NaN,,1,1,NaN,NaN,4231,6,NaN,Twente vs Heracles,5z20o8vxpngjqpnzic4kielg4,2025-10-05,19,NLD,Eredivisie,2025_2026
R. Pröpper,lduqoe45t2fnbn9s9rbvlnf9,Twente,4tic29sox7m39fy1ztgv0jsiq,1,1,Defender,Left/Centre,NaN,3,NaN,NaN,NaN,1,NaN,NaN,2,4,1,8,2,1,1,3,NaN,1,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,4231,2,NaN,Twente vs Heracles,5z20o8vxpngjqpnzic4kielg4,2025-10-05,1,NLD,Eredivisie,2025_2026
M. Bruns,bner5siqnwn1fqusfrgujt0fe,Twente,4tic29sox7m39fy1ztgv0jsiq,3,2,Defender,Centre/Right,NaN,54,NaN,3,NaN,42,3,NaN,12,59,44,90,16,5,5,15,4,5,1,2,1,2,NaN,NaN,NaN,NaN,1,1,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,4231,3,1,Twente vs Heracles,5z20o8vxpngjqpnzic4kielg4,2025-10-05,5,NLD,Eredivisie,2025_2026
B. van Rooij,qobf1v5kwuz6hj2ooixfw4mi,Twente,4tic29sox7m39fy1ztgv0jsiq,5,1,Defender,Right,NaN,52,4,3,6,26,4,1,28,66,33,89,30,8,7,37,14,20,2,1,2,1,2,3,2,2,6,1,1,2,1,NaN,,1,1,1,1,4231,8,NaN,Twente vs Heracles,5z20o8vxpngjqpnzic4kielg4,2025-10-05,21,NLD,Eredivisie,2025_2026
T. van den Belt,a339o11ut8s1o9odm6ybc4pka,Twente,4tic29sox7m39fy1ztgv0jsiq,1,NaN,Defensive Midfielder,Left/Centre,NaN,39,1,5,2,13,3,1,27,51,14,85,17,6,8,38,17,26,3,1,3,3,1,NaN,1,3,2,NaN,NaN,2,NaN,NaN,,NaN,NaN,NaN,NaN,4231,3,1,Twente vs Heracles,5z20o8vxpngjqpnzic4kielg4,2025-10-05,14,NLD,Eredivisie,2025_2026
