player_matchName,player_playerId,team_name,contestantId,duelLost,aerialLost,player_position,player_positionSide,player_subPosition,successfulOpenPlayPass,totalContest,duelWon,penAreaEntries,accurateBackZonePass,possWonDef3rd,wonContest,accurateFwdZonePass,openPlayPass,totalBackZonePass,minsPlayed,fwdPass,finalThirdEntries,ballRecovery,totalFwdZonePass,successfulFinalThirdPasses,totalFinalThirdPasses,attAssistOpenplay,aerialWon,totalAttAssist,possWonMid3rd,interception,totalCrossNocorner,interceptionWon,attOpenplay,touchesInOppBox,attemptsIbox,totalThroughBall,possWonAtt3rd,accurateCrossNocorner,bigChanceCreated,accurateThroughBall,totalLayoffs,accurateLayoffs,totalFastbreak,shotFastbreak,formationUsed,goals,label,match_id,date,possLostAll,country,league_name,season
A. Irimia,5zcsish6ekifzgfdjduhjp0k4,Metaloglobus,4dwrbf4ky8z96sjvocwird7wm,1,NaN,Substitute,NaN,Midfielder,9,1,3,NaN,3,1,1,6,12,4,34,2,3,3,8,4,5,NaN,NaN,NaN,1,NaN,NaN,NaN,1,NaN,NaN,NaN,1,NaN,NaN,,2,1,1,1,442,NaN,Metaloglobus vs Universitatea Cluj,asx5nqns61vkc48mvj1hz9wyc,2025-07-11,3,ROU,Liga_I,2025_2026
L. Liș,ax9jfi4o2b25gfkywv0dsbcwk,Metaloglobus,4dwrbf4ky8z96sjvocwird7wm,1,NaN,Substitute,NaN,Midfielder,1,5,4,NaN,1,1,4,NaN,2,1,9,NaN,NaN,1,1,NaN,1,NaN,NaN,NaN,NaN,1,NaN,1,NaN,1,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,442,NaN,Metaloglobus vs Universitatea Cluj,asx5nqns61vkc48mvj1hz9wyc,2025-07-11,4,ROU,Liga_I,2025_2026
Bruno Carvalho,1i7iysyio5j4gmsip0m3wfnu2,Metaloglobus,4dwrbf4ky8z96sjvocwird7wm,NaN,NaN,Substitute,NaN,Midfielder,5,NaN,1,1,2,NaN,NaN,3,6,2,9,3,1,NaN,4,2,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,442,NaN,Metaloglobus vs Universitatea Cluj,asx5nqns61vkc48mvj1hz9wyc,2025-07-11,1,ROU,Liga_I,2025_2026
R. Neacşu,bc9czv9i0r2d9h0de1d52lazt,Metaloglobus,4dwrbf4ky8z96sjvocwird7wm,NaN,NaN,Substitute,NaN,Midfielder,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,442,NaN,Metaloglobus vs Universitatea Cluj,asx5nqns61vkc48mvj1hz9wyc,2025-07-11,NaN,ROU,Liga_I,2025_2026
C. Nedelcovici,22xdwsh59ysbd5rs19m09q505,Metaloglobus,4dwrbf4ky8z96sjvocwird7wm,NaN,NaN,Substitute,NaN,Goalkeeper,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,442,NaN,Metaloglobus vs Universitatea Cluj,asx5nqns61vkc48mvj1hz9wyc,2025-07-11,NaN,ROU,Liga_I,2025_2026
Damià Sabater,2e63eplwyr769f5gtmf5yvu95,Metaloglobus,4dwrbf4ky8z96sjvocwird7wm,1,1,Substitute,NaN,Midfielder,4,NaN,1,NaN,1,NaN,NaN,3,6,1,24,3,1,1,5,1,1,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,442,NaN,Metaloglobus vs Universitatea Cluj,asx5nqns61vkc48mvj1hz9wyc,2025-07-11,3,ROU,Liga_I,2025_2026
A. Sîrbu,3pa9ob5rndreyjndy9f4yaqdw,Metaloglobus,4dwrbf4ky8z96sjvocwird7wm,NaN,NaN,Substitute,NaN,Attacker,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,442,NaN,Metaloglobus vs Universitatea Cluj,asx5nqns61vkc48mvj1hz9wyc,2025-07-11,NaN,ROU,Liga_I,2025_2026
S. Visic,1tixutb1xc4qqgxyfpdsgbyay,Metaloglobus,4dwrbf4ky8z96sjvocwird7wm,1,NaN,Substitute,NaN,Attacker,2,1,3,NaN,2,NaN,1,2,3,3,24,1,NaN,1,2,1,1,NaN,2,NaN,1,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,442,NaN,Metaloglobus vs Universitatea Cluj,asx5nqns61vkc48mvj1hz9wyc,2025-07-11,2,ROU,Liga_I,2025_2026
Ş. Lefter,crirl1qof44pv0mkc1be8dj6y,Universitatea Cluj,1umdtlidvrcxd3umripq0f8tm,NaN,NaN,Goalkeeper,Centre,NaN,5,NaN,NaN,NaN,4,2,NaN,6,6,4,90,13,NaN,10,12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,4312,NaN,Metaloglobus vs Universitatea Cluj,asx5nqns61vkc48mvj1hz9wyc,2025-07-11,6,ROU,Liga_I,2025_2026
A. Chipciu,7gpq6hfol261qlbstz1hqxhhx,Universitatea Cluj,1umdtlidvrcxd3umripq0f8tm,10,4,Defender,Left,NaN,51,2,4,4,23,4,NaN,30,61,29,90,34,13,6,36,14,17,NaN,NaN,NaN,2,1,2,1,1,1,NaN,NaN,NaN,NaN,NaN,,1,1,NaN,NaN,4312,NaN,Metaloglobus vs Universitatea Cluj,asx5nqns61vkc48mvj1hz9wyc,2025-07-11,16,ROU,Liga_I,2025_2026
I. Cristea,7qidy419tvf8rnh38vss3g91x,Universitatea Cluj,1umdtlidvrcxd3umripq0f8tm,3,2,Defender,Left/Centre,NaN,45,NaN,4,1,37,NaN,NaN,8,54,41,90,15,1,NaN,13,NaN,2,NaN,3,NaN,NaN,1,NaN,1,NaN,3,1,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,4312,NaN,Metaloglobus vs Universitatea Cluj,asx5nqns61vkc48mvj1hz9wyc,2025-07-11,10,ROU,Liga_I,2025_2026
D. Codrea,bpbw7ql5u1afcoy90arbhdjsa,Universitatea Cluj,1umdtlidvrcxd3umripq0f8tm,3,2,Defender,Centre/Right,NaN,45,NaN,2,NaN,37,5,NaN,11,54,40,90,22,5,5,17,3,5,NaN,2,NaN,NaN,2,NaN,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,4312,NaN,Metaloglobus vs Universitatea Cluj,asx5nqns61vkc48mvj1hz9wyc,2025-07-11,9,ROU,Liga_I,2025_2026
A. Artean,8fepesxit7uwubd2uphw1iw9h,Universitatea Cluj,1umdtlidvrcxd3umripq0f8tm,2,NaN,Defender,Right,NaN,42,2,3,2,25,2,1,17,47,26,79,16,3,7,22,9,11,1,NaN,1,4,NaN,1,NaN,1,1,1,NaN,1,NaN,NaN,,NaN,NaN,NaN,NaN,4312,NaN,Metaloglobus vs Universitatea Cluj,asx5nqns61vkc48mvj1hz9wyc,2025-07-11,9,ROU,Liga_I,2025_2026
O. Bic,9tfhug8q4ydcd4j6bp7mcx3o5,Universitatea Cluj,1umdtlidvrcxd3umripq0f8tm,1,1,Defensive Midfielder,Left,NaN,29,NaN,1,3,11,NaN,NaN,18,35,12,45,10,3,1,25,5,9,2,NaN,2,1,1,2,1,NaN,5,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,4312,NaN,Metaloglobus vs Universitatea Cluj,asx5nqns61vkc48mvj1hz9wyc,2025-07-11,10,ROU,Liga_I,2025_2026
G. Simion,8mvqg59yze2ixlojan8w2j7xl,Universitatea Cluj,1umdtlidvrcxd3umripq0f8tm,3,NaN,Defensive Midfielder,Centre,NaN,30,NaN,1,1,16,2,NaN,16,35,17,65,19,3,6,21,3,5,NaN,NaN,NaN,4,1,1,1,1,NaN,NaN,NaN,NaN,NaN,NaN,,1,1,NaN,NaN,4312,NaN,Metaloglobus vs Universitatea Cluj,asx5nqns61vkc48mvj1hz9wyc,2025-07-11,8,ROU,Liga_I,2025_2026
A. Fábry,6wj1a1sj4icbn49wqil2d3eg9,Universitatea Cluj,1umdtlidvrcxd3umripq0f8tm,3,NaN,Defensive Midfielder,Right,NaN,25,NaN,3,1,11,2,NaN,15,32,12,45,8,6,2,21,9,13,NaN,NaN,NaN,NaN,1,NaN,1,NaN,1,NaN,NaN,NaN,NaN,NaN,,1,1,NaN,NaN,4312,NaN,Metaloglobus vs Universitatea Cluj,asx5nqns61vkc48mvj1hz9wyc,2025-07-11,8,ROU,Liga_I,2025_2026
D. Nistor,6ywt9wenyv68t02vn9pp4dexh,Universitatea Cluj,1umdtlidvrcxd3umripq0f8tm,5,NaN,Attacking Midfielder,Centre,NaN,38,1,1,11,9,3,NaN,33,43,11,90,7,5,7,42,16,19,NaN,NaN,3,4,2,3,2,1,2,1,NaN,NaN,NaN,NaN,,2,2,NaN,NaN,4312,NaN,Metaloglobus vs Universitatea Cluj,asx5nqns61vkc48mvj1hz9wyc,2025-07-11,17,ROU,Liga_I,2025_2026
M. Thiam,56bsesp7qter2xdjo8knrdy39,Universitatea Cluj,1umdtlidvrcxd3umripq0f8tm,5,1,Striker,Left/Centre,NaN,34,5,5,2,7,1,3,27,40,9,90,12,4,3,32,21,23,1,1,1,2,NaN,1,NaN,1,6,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,1,1,4312,1,Metaloglobus vs Universitatea Cluj,asx5nqns61vkc48mvj1hz9wyc,2025-07-11,12,ROU,Liga_I,2025_2026
I. Macalou,es4ualuhvppis85cvpf8a1d2i,Universitatea Cluj,1umdtlidvrcxd3umripq0f8tm,7,2,Striker,Centre/Right,NaN,18,7,9,4,4,1,5,14,25,4,89,5,3,2,23,11,15,1,4,3,NaN,1,2,1,4,10,5,NaN,1,NaN,1,,3,3,1,NaN,4312,1,Metaloglobus vs Universitatea Cluj,asx5nqns61vkc48mvj1hz9wyc,2025-07-11,19,ROU,Liga_I,2025_2026
I. Barstan,8gkysmvjjqr8h548plw2m3dp0,Universitatea Cluj,1umdtlidvrcxd3umripq0f8tm,NaN,NaN,Substitute,NaN,Attacker,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,4312,NaN,Metaloglobus vs Universitatea Cluj,asx5nqns61vkc48mvj1hz9wyc,2025-07-11,NaN,ROU,Liga_I,2025_2026
A. Bota,8g28nkvjz3sn2pz6c4u48zjmc,Universitatea Cluj,1umdtlidvrcxd3umripq0f8tm,NaN,NaN,Substitute,NaN,Midfielder,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,4312,NaN,Metaloglobus vs Universitatea Cluj,asx5nqns61vkc48mvj1hz9wyc,2025-07-11,NaN,ROU,Liga_I,2025_2026
E. Capradossi,18endjtdloeh4vge1w9yd8yc5,Universitatea Cluj,1umdtlidvrcxd3umripq0f8tm,NaN,NaN,Substitute,NaN,Defender,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,4312,NaN,Metaloglobus vs Universitatea Cluj,asx5nqns61vkc48mvj1hz9wyc,2025-07-11,NaN,ROU,Liga_I,2025_2026
A. Chinteș,6oq3iylq81ndspvubgbpl17o4,Universitatea Cluj,1umdtlidvrcxd3umripq0f8tm,NaN,NaN,Substitute,NaN,Defender,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,4312,NaN,Metaloglobus vs Universitatea Cluj,asx5nqns61vkc48mvj1hz9wyc,2025-07-11,NaN,ROU,Liga_I,2025_2026
M. Drammeh,akok5tep1rmgmbtil8u60z2sp,Universitatea Cluj,1umdtlidvrcxd3umripq0f8tm,4,NaN,Substitute,NaN,Midfielder,23,NaN,4,NaN,11,NaN,NaN,12,26,13,45,6,2,4,13,5,6,NaN,NaN,NaN,4,1,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,4312,NaN,Metaloglobus vs Universitatea Cluj,asx5nqns61vkc48mvj1hz9wyc,2025-07-11,5,ROU,Liga_I,2025_2026
E. Gertmonas,ajopyzvn1l3jyoq7ktufu611x,Universitatea Cluj,1umdtlidvrcxd3umripq0f8tm,NaN,NaN,Substitute,NaN,Goalkeeper,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,4312,NaN,Metaloglobus vs Universitatea Cluj,asx5nqns61vkc48mvj1hz9wyc,2025-07-11,NaN,ROU,Liga_I,2025_2026
Miguel Silva,96xzmrpd7e6old15ty0l7j0lx,Universitatea Cluj,1umdtlidvrcxd3umripq0f8tm,3,NaN,Substitute,NaN,Attacker,4,1,1,NaN,2,NaN,NaN,3,6,3,11,3,2,NaN,4,3,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,4312,NaN,Metaloglobus vs Universitatea Cluj,asx5nqns61vkc48mvj1hz9wyc,2025-07-11,3,ROU,Liga_I,2025_2026
J. Lukić,11a68t8lxsn0x85ocnepniwyy,Universitatea Cluj,1umdtlidvrcxd3umripq0f8tm,7,2,Substitute,NaN,Attacker,9,3,9,NaN,4,NaN,NaN,6,15,4,45,5,2,1,12,3,6,1,8,1,NaN,NaN,NaN,NaN,2,7,2,NaN,1,NaN,NaN,,1,1,NaN,NaN,4312,2,Metaloglobus vs Universitatea Cluj,asx5nqns61vkc48mvj1hz9wyc,2025-07-11,11,ROU,Liga_I,2025_2026
D. Moldovan,93cyqtj96uj97ehnep6wqegpg,Universitatea Cluj,1umdtlidvrcxd3umripq0f8tm,NaN,NaN,Substitute,NaN,Goalkeeper,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,4312,NaN,Metaloglobus vs Universitatea Cluj,asx5nqns61vkc48mvj1hz9wyc,2025-07-11,NaN,ROU,Liga_I,2025_2026
A. Murgia,95mv4earpbvhk8v20flzmrhsl,Universitatea Cluj,1umdtlidvrcxd3umripq0f8tm,4,NaN,Substitute,NaN,Midfielder,12,1,NaN,1,6,NaN,NaN,7,14,7,25,4,1,NaN,8,4,4,1,NaN,1,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,,1,1,NaN,NaN,4312,NaN,Metaloglobus vs Universitatea Cluj,asx5nqns61vkc48mvj1hz9wyc,2025-07-11,3,ROU,Liga_I,2025_2026
A. Trică,9ku45k1mdwg7dxt74bo4fn7ro,Universitatea Cluj,1umdtlidvrcxd3umripq0f8tm,NaN,NaN,Substitute,NaN,Attacker,1,NaN,1,NaN,NaN,NaN,NaN,1,1,NaN,1,1,1,NaN,1,1,1,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,4312,NaN,Metaloglobus vs Universitatea Cluj,asx5nqns61vkc48mvj1hz9wyc,2025-07-11,NaN,ROU,Liga_I,2025_2026
D. Lazar,a4zpmyhx261gzl0xop3kn8ogl,Argeș,befxy4scpnpswda99l7kck1ai,NaN,NaN,Goalkeeper,Centre,NaN,11,NaN,NaN,NaN,14,NaN,NaN,2,12,16,90,7,1,4,3,1,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,442,NaN,Argeș vs Rapid Bucureşti,aw0m2woz6wfdb0bpzd92w0s2c,2025-07-11,4,ROU,Liga_I,2025_2026
M. Briceag,7nzkc6lufzat0g0d4pfc3fmxh,Argeș,befxy4scpnpswda99l7kck1ai,4,NaN,Defender,Left,NaN,19,1,8,5,12,2,1,7,29,13,90,15,5,5,18,5,12,NaN,1,NaN,3,NaN,2,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,442,NaN,Argeș vs Rapid Bucureşti,aw0m2woz6wfdb0bpzd92w0s2c,2025-07-11,16,ROU,Liga_I,2025_2026
L. Sadriu,daj0kalpkvobo1jj6dem9htuy,Argeș,befxy4scpnpswda99l7kck1ai,9,5,Defender,Left/Centre,NaN,37,1,7,NaN,36,4,1,5,44,38,90,17,5,4,10,3,6,1,4,1,NaN,2,NaN,2,NaN,3,2,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,442,NaN,Argeș vs Rapid Bucureşti,aw0m2woz6wfdb0bpzd92w0s2c,2025-07-11,11,ROU,Liga_I,2025_2026
M. Tudose,9i3n26iuiqozydje4bj21gr2s,Argeș,befxy4scpnpswda99l7kck1ai,5,2,Defender,Centre/Right,NaN,51,NaN,6,NaN,41,NaN,NaN,11,55,42,90,16,4,1,14,3,5,NaN,3,NaN,1,1,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,442,NaN,Argeș vs Rapid Bucureşti,aw0m2woz6wfdb0bpzd92w0s2c,2025-07-11,4,ROU,Liga_I,2025_2026
F. Borţa,j6ozrerd505yi2aosbqmk7sa,Argeș,befxy4scpnpswda99l7kck1ai,2,NaN,Defender,Right,NaN,8,NaN,1,5,6,NaN,NaN,3,17,7,45,11,7,NaN,16,2,6,NaN,1,NaN,NaN,NaN,3,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,442,NaN,Argeș vs Rapid Bucureşti,aw0m2woz6wfdb0bpzd92w0s2c,2025-07-11,15,ROU,Liga_I,2025_2026
Caio Ferreira,bedzqolo29pvfs42rz354quqc,Argeș,befxy4scpnpswda99l7kck1ai,9,NaN,Midfielder,Left,NaN,13,8,9,9,3,1,6,12,18,4,90,6,6,6,22,11,14,2,NaN,3,2,NaN,4,NaN,2,7,1,NaN,3,NaN,1,,NaN,NaN,1,1,442,NaN,Argeș vs Rapid Bucureşti,aw0m2woz6wfdb0bpzd92w0s2c,2025-07-11,17,ROU,Liga_I,2025_2026
V. Raţă,cnblvdds21mqt0k5irjb5gixh,Argeș,befxy4scpnpswda99l7kck1ai,4,NaN,Midfielder,Left/Centre,NaN,13,NaN,4,1,7,1,NaN,9,21,10,86,10,4,6,15,5,9,NaN,NaN,NaN,4,3,1,3,1,1,1,NaN,1,NaN,NaN,,1,1,NaN,NaN,442,NaN,Argeș vs Rapid Bucureşti,aw0m2woz6wfdb0bpzd92w0s2c,2025-07-11,13,ROU,Liga_I,2025_2026
Rober Sierra,divtsvwmybwmymskqzy8m882x,Argeș,befxy4scpnpswda99l7kck1ai,6,4,Midfielder,Centre/Right,NaN,23,NaN,8,NaN,18,1,NaN,6,32,21,90,8,3,4,12,2,5,NaN,3,NaN,3,4,NaN,4,NaN,2,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,442,NaN,Argeș vs Rapid Bucureşti,aw0m2woz6wfdb0bpzd92w0s2c,2025-07-11,11,ROU,Liga_I,2025_2026
