player_matchName,player_playerId,contestantId,duelLost,aerialLost,player_position,player_positionSide,player_subPosition,successfulOpenPlayPass,totalContest,duelWon,penAreaEntries,accurateBackZonePass,possWonDef3rd,wonContest,accurateFwdZonePass,openPlayPass,totalBackZonePass,minsPlayed,fwdPass,finalThirdEntries,ballRecovery,totalFwdZonePass,successfulFinalThirdPasses,totalFinalThirdPasses,attAssistOpenplay,aerialWon,totalAttAssist,possWonMid3rd,interception,totalCrossNocorner,interceptionWon,attOpenplay,touchesInOppBox,attemptsIbox,totalThroughBall,possWonAtt3rd,accurateCrossNocorner,bigChanceCreated,accurateThroughBall,totalLayoffs,accurateLayoffs,totalFastbreak,shotFastbreak,formationUsed,goals,label,match_id,date,possLostAll,country,league_name
T. Slebodník,3olhifvbewrgeudyi6n7ndlre,4wplsg3qopnhc3v741nbme1re,NaN,NaN,Substitute,NaN,Midfielder,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3142,NaN,Dukla Banská Bystrica vs Skalica,d81qr5x7sq1lwlvnqpeyrw5ck,2024-08-03,NaN,SVK,1_liga
M. Trnovský,cqtopaztbkxgb30bzbja6iwdm,4wplsg3qopnhc3v741nbme1re,NaN,NaN,Substitute,NaN,Goalkeeper,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3142,NaN,Dukla Banská Bystrica vs Skalica,d81qr5x7sq1lwlvnqpeyrw5ck,2024-08-03,NaN,SVK,1_liga
B. Ľupták,47tihhwvlym68utqhuzik2y1h,4wplsg3qopnhc3v741nbme1re,2,1,Substitute,NaN,Midfielder,1,NaN,1,NaN,NaN,1,NaN,2,3,NaN,9,3,NaN,1,4,1,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3142,NaN,Dukla Banská Bystrica vs Skalica,d81qr5x7sq1lwlvnqpeyrw5ck,2024-08-03,3,SVK,1_liga
N. Šikula,8od1c130jxczrb7jan2hes3fu,4wplsg3qopnhc3v741nbme1re,NaN,NaN,Substitute,NaN,Defender,1,1,3,NaN,NaN,NaN,1,1,1,NaN,4,NaN,NaN,NaN,1,1,1,1,1,1,NaN,NaN,NaN,NaN,NaN,2,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,3142,NaN,Dukla Banská Bystrica vs Skalica,d81qr5x7sq1lwlvnqpeyrw5ck,2024-08-03,NaN,SVK,1_liga
M. Junas,1xq8r9g0n0zp1augg3wrihlg5,8z6b1xgghbcalbv9dg1jcmb5k,NaN,NaN,Goalkeeper,Centre,NaN,12,NaN,NaN,2,17,1,NaN,8,19,21,90,32,5,12,17,2,5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4231,NaN,Dukla Banská Bystrica vs Skalica,d81qr5x7sq1lwlvnqpeyrw5ck,2024-08-03,13,SVK,1_liga
M. Černek,as9w12k4pcyxfkpuvtld9skph,8z6b1xgghbcalbv9dg1jcmb5k,7,NaN,Defender,Left,NaN,26,2,7,2,15,2,1,15,42,23,90,21,6,4,23,8,14,1,3,2,2,1,2,1,NaN,2,1,NaN,NaN,2,NaN,NaN,NaN,NaN,NaN,NaN,4231,NaN,Dukla Banská Bystrica vs Skalica,d81qr5x7sq1lwlvnqpeyrw5ck,2024-08-03,21,SVK,1_liga
M. Hrádecký,eic5aqr8l99rhm9udams7dlg5,8z6b1xgghbcalbv9dg1jcmb5k,3,1,Defender,Left/Centre,NaN,41,NaN,7,NaN,32,3,NaN,11,49,35,90,21,5,4,16,5,6,NaN,4,NaN,1,NaN,NaN,NaN,1,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4231,NaN,Dukla Banská Bystrica vs Skalica,d81qr5x7sq1lwlvnqpeyrw5ck,2024-08-03,10,SVK,1_liga
M. Ranko,9n6cczdnnmgfvhgxk6wqfob11,8z6b1xgghbcalbv9dg1jcmb5k,3,2,Defender,Centre/Right,NaN,38,NaN,6,1,28,3,NaN,11,44,30,90,21,3,5,16,2,5,NaN,3,NaN,2,1,NaN,1,1,2,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4231,1,Dukla Banská Bystrica vs Skalica,d81qr5x7sq1lwlvnqpeyrw5ck,2024-08-03,7,SVK,1_liga
A. Krčík,43ssius9znhjpkfvc93go6wa1,8z6b1xgghbcalbv9dg1jcmb5k,5,2,Defender,Right,NaN,23,1,1,5,5,3,NaN,19,32,8,90,17,7,5,30,11,15,NaN,NaN,NaN,2,NaN,6,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,4231,NaN,Dukla Banská Bystrica vs Skalica,d81qr5x7sq1lwlvnqpeyrw5ck,2024-08-03,20,SVK,1_liga
A. Kopas,elzmfhikf7pi2pofuu2zd933d,8z6b1xgghbcalbv9dg1jcmb5k,5,NaN,Defensive Midfielder,Left/Centre,NaN,40,2,5,1,16,1,NaN,32,48,21,90,26,15,2,36,17,20,2,1,2,1,NaN,NaN,NaN,1,NaN,NaN,1,NaN,NaN,NaN,1,1,1,NaN,NaN,4231,NaN,Dukla Banská Bystrica vs Skalica,d81qr5x7sq1lwlvnqpeyrw5ck,2024-08-03,13,SVK,1_liga
M. Nagy,1c2chlc4b6b98wmjqmfwul711,8z6b1xgghbcalbv9dg1jcmb5k,4,NaN,Defensive Midfielder,Centre/Right,NaN,31,NaN,5,1,15,2,NaN,19,36,16,90,18,4,4,24,9,12,NaN,NaN,NaN,2,1,NaN,1,1,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4231,NaN,Dukla Banská Bystrica vs Skalica,d81qr5x7sq1lwlvnqpeyrw5ck,2024-08-03,7,SVK,1_liga
R. Matějov,j71l4z2mfwicz99tib9b71zp,8z6b1xgghbcalbv9dg1jcmb5k,2,NaN,Attacking Midfielder,Left,NaN,14,1,1,3,8,NaN,NaN,6,21,8,45,5,1,2,13,3,9,NaN,1,NaN,2,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,2,1,NaN,NaN,4231,NaN,Dukla Banská Bystrica vs Skalica,d81qr5x7sq1lwlvnqpeyrw5ck,2024-08-03,9,SVK,1_liga
Davi Alves,33bi7y8jn984bxktox4xmmw44,8z6b1xgghbcalbv9dg1jcmb5k,5,1,Attacking Midfielder,Centre,NaN,14,NaN,3,NaN,9,1,NaN,6,16,10,45,2,2,2,7,3,4,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4,3,NaN,NaN,4231,NaN,Dukla Banská Bystrica vs Skalica,d81qr5x7sq1lwlvnqpeyrw5ck,2024-08-03,5,SVK,1_liga
A. Morong,alnhvswa0mkn6ls9x2fomlexh,8z6b1xgghbcalbv9dg1jcmb5k,8,1,Attacking Midfielder,Right,NaN,16,3,5,5,1,2,NaN,16,23,4,74,3,2,2,21,8,11,NaN,1,NaN,NaN,NaN,2,NaN,NaN,2,NaN,NaN,NaN,1,NaN,NaN,2,1,NaN,NaN,4231,NaN,Dukla Banská Bystrica vs Skalica,d81qr5x7sq1lwlvnqpeyrw5ck,2024-08-03,17,SVK,1_liga
M. Fábry,eh68vlclvqqtjt3it7sk0y8rt,8z6b1xgghbcalbv9dg1jcmb5k,7,6,Striker,Centre,NaN,6,NaN,10,1,1,NaN,NaN,6,14,3,90,5,2,2,12,1,6,2,6,2,2,NaN,NaN,NaN,2,8,2,NaN,NaN,NaN,NaN,NaN,1,1,NaN,NaN,4231,NaN,Dukla Banská Bystrica vs Skalica,d81qr5x7sq1lwlvnqpeyrw5ck,2024-08-03,11,SVK,1_liga
A. Gaži,218jan56ksky7oqrakbci8962,8z6b1xgghbcalbv9dg1jcmb5k,2,1,Substitute,NaN,Midfielder,7,NaN,1,1,NaN,NaN,NaN,7,9,1,16,2,NaN,1,9,3,4,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,1,1,NaN,NaN,4231,NaN,Dukla Banská Bystrica vs Skalica,d81qr5x7sq1lwlvnqpeyrw5ck,2024-08-03,4,SVK,1_liga
L. Hroššo,ch6on1y60ysoeet0u3tgowafp,8z6b1xgghbcalbv9dg1jcmb5k,NaN,NaN,Substitute,NaN,Goalkeeper,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4231,NaN,Dukla Banská Bystrica vs Skalica,d81qr5x7sq1lwlvnqpeyrw5ck,2024-08-03,NaN,SVK,1_liga
T. Jibril,byr9qyjrfu4d2apghzmtgje5m,8z6b1xgghbcalbv9dg1jcmb5k,NaN,NaN,Substitute,NaN,Attacker,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4231,NaN,Dukla Banská Bystrica vs Skalica,d81qr5x7sq1lwlvnqpeyrw5ck,2024-08-03,NaN,SVK,1_liga
L. Leginus,4i7dd05oy00jxibiziqxkc9d6,8z6b1xgghbcalbv9dg1jcmb5k,2,NaN,Substitute,NaN,Attacker,5,1,4,2,1,NaN,NaN,4,6,1,45,1,1,2,6,1,2,NaN,2,NaN,1,NaN,1,NaN,2,5,1,NaN,1,NaN,NaN,NaN,NaN,NaN,1,1,4231,NaN,Dukla Banská Bystrica vs Skalica,d81qr5x7sq1lwlvnqpeyrw5ck,2024-08-03,7,SVK,1_liga
M. Mášík,417pgu52k0kpuqk56tp11wzu2,8z6b1xgghbcalbv9dg1jcmb5k,3,2,Substitute,NaN,Midfielder,12,NaN,4,8,3,2,NaN,12,17,4,45,8,3,4,21,6,9,2,1,3,1,NaN,5,NaN,1,NaN,NaN,NaN,1,1,NaN,NaN,NaN,NaN,NaN,NaN,4231,NaN,Dukla Banská Bystrica vs Skalica,d81qr5x7sq1lwlvnqpeyrw5ck,2024-08-03,10,SVK,1_liga
Kauã Moura,cpawfyedpl2gtjl8mj7gdh2xg,8z6b1xgghbcalbv9dg1jcmb5k,NaN,NaN,Substitute,NaN,Defender,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4231,NaN,Dukla Banská Bystrica vs Skalica,d81qr5x7sq1lwlvnqpeyrw5ck,2024-08-03,NaN,SVK,1_liga
J. Vlasko,a2hptjjaufyagci1guclx68d1,8z6b1xgghbcalbv9dg1jcmb5k,NaN,NaN,Substitute,NaN,Attacker,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4231,NaN,Dukla Banská Bystrica vs Skalica,d81qr5x7sq1lwlvnqpeyrw5ck,2024-08-03,NaN,SVK,1_liga
Y. Yao,cajlkem80tfpzbn2sny7ek8kq,8z6b1xgghbcalbv9dg1jcmb5k,NaN,NaN,Substitute,NaN,Midfielder,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4231,NaN,Dukla Banská Bystrica vs Skalica,d81qr5x7sq1lwlvnqpeyrw5ck,2024-08-03,NaN,SVK,1_liga
M. Slavíček,95jf68g1ogtz7q1cnlam4bn6c,d9r4z4nqawrz7mfu3t4o05rd2,1,1,Goalkeeper,Centre,NaN,27,NaN,1,NaN,34,NaN,NaN,3,30,37,90,22,1,5,7,1,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,433,NaN,Trenčín vs FC Košice,da1yty3ag7tfyfun14d97t7h0,2024-08-03,7,SVK,1_liga
J. Holúbek,3zr1bups9z7w6lzi2ysj9nm51,d9r4z4nqawrz7mfu3t4o05rd2,NaN,NaN,Defender,Left,NaN,40,NaN,3,1,33,2,NaN,8,51,38,90,30,5,2,15,2,4,1,NaN,1,NaN,1,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,433,NaN,Trenčín vs FC Košice,da1yty3ag7tfyfun14d97t7h0,2024-08-03,13,SVK,1_liga
L. Stojsavljević,4tbq0np7t53osg0fwv6zsd84q,d9r4z4nqawrz7mfu3t4o05rd2,1,1,Defender,Left/Centre,NaN,55,NaN,6,1,47,NaN,NaN,10,58,48,90,20,4,NaN,13,3,5,1,4,1,NaN,1,NaN,1,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,433,NaN,Trenčín vs FC Košice,da1yty3ag7tfyfun14d97t7h0,2024-08-03,7,SVK,1_liga
T. Bondarenko,ef3rhuo7yei01o8o2pdpyenkl,d9r4z4nqawrz7mfu3t4o05rd2,2,2,Defender,Centre/Right,NaN,34,NaN,6,NaN,29,4,NaN,5,44,36,90,16,NaN,4,8,NaN,NaN,NaN,4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,433,NaN,Trenčín vs FC Košice,da1yty3ag7tfyfun14d97t7h0,2024-08-03,11,SVK,1_liga
T. Hájovský,b3b4ebv8jfukcu74rfyref5zo,d9r4z4nqawrz7mfu3t4o05rd2,3,2,Defender,Right,NaN,34,NaN,6,1,21,4,NaN,16,43,25,90,22,6,7,21,6,8,1,NaN,1,3,1,1,1,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,433,NaN,Trenčín vs FC Košice,da1yty3ag7tfyfun14d97t7h0,2024-08-03,12,SVK,1_liga
A. Gajdoš,e1n8z01dq1qvm7krrjwk3y61g,d9r4z4nqawrz7mfu3t4o05rd2,3,1,Midfielder,Left/Centre,NaN,29,1,3,7,17,NaN,1,18,33,18,76,7,2,NaN,24,8,11,2,NaN,3,NaN,NaN,2,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,1,1,NaN,NaN,433,NaN,Trenčín vs FC Košice,da1yty3ag7tfyfun14d97t7h0,2024-08-03,10,SVK,1_liga
S. Ben Sallam,dwip9wvmdfgmnaei32f1y05m2,d9r4z4nqawrz7mfu3t4o05rd2,1,NaN,Midfielder,Centre,NaN,42,NaN,1,2,32,1,NaN,10,51,35,67,9,1,5,16,1,4,NaN,NaN,NaN,4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2,1,NaN,NaN,433,NaN,Trenčín vs FC Košice,da1yty3ag7tfyfun14d97t7h0,2024-08-03,9,SVK,1_liga
R. Ibrahim,cz0ivswd8ej4texqzly61p6hg,d9r4z4nqawrz7mfu3t4o05rd2,10,3,Midfielder,Centre/Right,NaN,16,4,6,NaN,11,1,2,5,24,12,67,7,NaN,5,12,2,5,NaN,2,NaN,4,NaN,NaN,NaN,NaN,2,NaN,NaN,NaN,NaN,NaN,NaN,2,2,NaN,NaN,433,NaN,Trenčín vs FC Košice,da1yty3ag7tfyfun14d97t7h0,2024-08-03,14,SVK,1_liga
J. Sunday,ao72d1mt8ddpksplwi6t2fjf8,d9r4z4nqawrz7mfu3t4o05rd2,7,3,Striker,Left/Centre,NaN,22,2,5,2,5,2,1,17,26,8,86,6,4,3,19,12,13,NaN,NaN,NaN,NaN,NaN,1,NaN,3,3,2,NaN,1,NaN,NaN,NaN,1,1,NaN,NaN,433,NaN,Trenčín vs FC Košice,da1yty3ag7tfyfun14d97t7h0,2024-08-03,14,SVK,1_liga
C. Emeka,1dluk435oh06er5avj9ilstpm,d9r4z4nqawrz7mfu3t4o05rd2,6,3,Striker,Centre,NaN,10,1,2,1,6,1,1,4,12,7,53,1,1,2,5,2,3,NaN,NaN,NaN,1,NaN,NaN,NaN,4,6,4,NaN,NaN,NaN,NaN,NaN,2,2,NaN,NaN,433,1,Trenčín vs FC Košice,da1yty3ag7tfyfun14d97t7h0,2024-08-03,5,SVK,1_liga
E. Uchegbu,29ani26a4nmug5mesyj8wp1xw,d9r4z4nqawrz7mfu3t4o05rd2,4,1,Striker,Centre/Right,NaN,9,4,5,2,4,1,3,5,12,5,86,3,2,4,8,5,6,1,NaN,1,2,1,1,1,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,433,1,Trenčín vs FC Košice,da1yty3ag7tfyfun14d97t7h0,2024-08-03,10,SVK,1_liga
S. Bagín,5w3jmzuq05jmljucwdsdkb1uc,d9r4z4nqawrz7mfu3t4o05rd2,NaN,NaN,Substitute,NaN,Defender,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,433,NaN,Trenčín vs FC Košice,da1yty3ag7tfyfun14d97t7h0,2024-08-03,NaN,SVK,1_liga
D. Bariš,1lzqnhtefu81ttvcpe6a4e6l1,d9r4z4nqawrz7mfu3t4o05rd2,NaN,NaN,Substitute,NaN,Midfielder,11,NaN,1,NaN,8,1,NaN,3,13,9,23,5,1,2,4,1,1,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,433,NaN,Trenčín vs FC Košice,da1yty3ag7tfyfun14d97t7h0,2024-08-03,2,SVK,1_liga
B. Donkor,430cujc2dwptr8ue1z3qarxuc,d9r4z4nqawrz7mfu3t4o05rd2,1,NaN,Substitute,NaN,Attacker,1,2,3,NaN,NaN,NaN,2,1,4,1,14,2,NaN,1,3,NaN,NaN,NaN,1,NaN,1,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,1,1,433,NaN,Trenčín vs FC Košice,da1yty3ag7tfyfun14d97t7h0,2024-08-03,5,SVK,1_liga
A. Katić,17zcph3xmk6rhrzepsl2bmk4q,d9r4z4nqawrz7mfu3t4o05rd2,NaN,NaN,Substitute,NaN,Goalkeeper,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,433,NaN,Trenčín vs FC Košice,da1yty3ag7tfyfun14d97t7h0,2024-08-03,NaN,SVK,1_liga
L. Mikulaj,a8arrpa5myjkzun3m4xfxy784,d9r4z4nqawrz7mfu3t4o05rd2,NaN,NaN,Substitute,NaN,Attacker,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,433,NaN,Trenčín vs FC Košice,da1yty3ag7tfyfun14d97t7h0,2024-08-03,NaN,SVK,1_liga
Ľ. Praženka,8y1dv126alw2wisl9hlx6ioes,d9r4z4nqawrz7mfu3t4o05rd2,2,NaN,Substitute,NaN,Attacker,1,NaN,2,NaN,1,2,NaN,NaN,2,2,4,1,NaN,2,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,433,NaN,Trenčín vs FC Košice,da1yty3ag7tfyfun14d97t7h0,2024-08-03,2,SVK,1_liga
H. Pávek,z4fjg53quqxjh0sjx9u7hg4,d9r4z4nqawrz7mfu3t4o05rd2,2,NaN,Substitute,NaN,Defender,NaN,NaN,1,NaN,NaN,1,NaN,NaN,1,NaN,4,1,NaN,1,1,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,433,NaN,Trenčín vs FC Košice,da1yty3ag7tfyfun14d97t7h0,2024-08-03,2,SVK,1_liga
L. Skovajsa,18443jomfufijc5n6b35ejlcl,d9r4z4nqawrz7mfu3t4o05rd2,NaN,NaN,Substitute,NaN,Defender,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,433,NaN,Trenčín vs FC Košice,da1yty3ag7tfyfun14d97t7h0,2024-08-03,NaN,SVK,1_liga
L. Zorić,m19qp49tn84pb39f8kouze95,d9r4z4nqawrz7mfu3t4o05rd2,4,2,Substitute,NaN,Defender,4,NaN,NaN,NaN,3,1,NaN,1,8,3,23,1,2,1,5,NaN,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,433,NaN,Trenčín vs FC Košice,da1yty3ag7tfyfun14d97t7h0,2024-08-03,4,SVK,1_liga
D. Šípoš,6um29l0f5fkk73if6g76mc1k9,dbdao4og2npxkgwkkan30knze,NaN,NaN,Goalkeeper,Centre,NaN,11,NaN,NaN,NaN,12,1,NaN,5,18,13,90,19,5,9,15,1,5,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,532,NaN,Trenčín vs FC Košice,da1yty3ag7tfyfun14d97t7h0,2024-08-03,11,SVK,1_liga
N. Gorosito,umdn1ig45tqdo40hv35pxr6d,dbdao4og2npxkgwkkan30knze,4,NaN,Defender,Left/Centre,NaN,33,NaN,4,2,22,NaN,NaN,12,38,24,90,16,6,NaN,15,3,5,NaN,2,NaN,NaN,1,NaN,1,1,3,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,532,NaN,Trenčín vs FC Košice,da1yty3ag7tfyfun14d97t7h0,2024-08-03,10,SVK,1_liga
J. Krivák,5vjwd4k2n8vpnb84g2wi15nu1,dbdao4og2npxkgwkkan30knze,6,4,Defender,Centre,NaN,42,NaN,6,NaN,32,4,NaN,16,50,36,90,17,7,6,20,5,7,NaN,4,NaN,2,NaN,NaN,NaN,NaN,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,532,NaN,Trenčín vs FC Košice,da1yty3ag7tfyfun14d97t7h0,2024-08-03,10,SVK,1_liga
D. Kružliak,3p9zmquh318g7ovqgmpuryllh,dbdao4og2npxkgwkkan30knze,2,NaN,Defender,Centre/Right,NaN,25,1,3,1,12,2,1,15,30,13,85,14,8,2,20,7,10,NaN,1,NaN,NaN,1,1,1,NaN,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,532,NaN,Trenčín vs FC Košice,da1yty3ag7tfyfun14d97t7h0,2024-08-03,7,SVK,1_liga
S. Bokros,2bxftztbfbzrxj3cf0xizfkkp,dbdao4og2npxkgwkkan30knze,3,NaN,Wing Back,Left,NaN,28,1,7,5,11,4,1,17,33,11,90,13,11,5,26,9,12,1,3,1,1,1,4,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,532,NaN,Trenčín vs FC Košice,da1yty3ag7tfyfun14d97t7h0,2024-08-03,9,SVK,1_liga
L. Fabiš,4w32xhwkyd5mtf8jkbja744x5,dbdao4og2npxkgwkkan30knze,4,NaN,Wing Back,Right,NaN,15,NaN,1,9,5,NaN,NaN,12,23,7,70,12,3,NaN,21,7,12,2,1,3,NaN,NaN,4,NaN,1,1,1,1,NaN,1,2,1,NaN,NaN,NaN,NaN,532,NaN,Trenčín vs FC Košice,da1yty3ag7tfyfun14d97t7h0,2024-08-03,15,SVK,1_liga
D. Gallovič,tbbthwwwpfkm7luezvil0no5,dbdao4og2npxkgwkkan30knze,5,NaN,Midfielder,Left/Centre,NaN,32,1,5,5,12,1,1,22,35,12,90,11,12,10,26,12,16,1,1,1,9,2,NaN,2,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,532,NaN,Trenčín vs FC Košice,da1yty3ag7tfyfun14d97t7h0,2024-08-03,8,SVK,1_liga
M. Zsigmund,5uol2o9loy0ihrff17kz2ux2h,dbdao4og2npxkgwkkan30knze,7,NaN,Midfielder,Centre,NaN,18,2,5,2,8,NaN,NaN,13,25,11,85,7,6,4,17,7,10,2,NaN,2,3,2,1,2,NaN,1,NaN,NaN,1,1,NaN,NaN,NaN,NaN,NaN,NaN,532,NaN,Trenčín vs FC Košice,da1yty3ag7tfyfun14d97t7h0,2024-08-03,10,SVK,1_liga
D. Takáč,w43k14le352qw2eibwwkjh0p,dbdao4og2npxkgwkkan30knze,NaN,NaN,Midfielder,Centre/Right,NaN,10,NaN,3,1,2,1,NaN,9,14,2,45,5,5,2,14,9,11,NaN,1,NaN,1,NaN,1,NaN,NaN,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,532,NaN,Trenčín vs FC Košice,da1yty3ag7tfyfun14d97t7h0,2024-08-03,7,SVK,1_liga
Ž. Medved,3ph2vmo060rq3l7h3korj30lx,dbdao4og2npxkgwkkan30knze,5,5,Striker,Left/Centre,NaN,18,NaN,7,3,2,NaN,NaN,19,26,3,90,7,4,NaN,27,11,17,1,4,1,NaN,NaN,3,NaN,3,7,3,NaN,NaN,2,NaN,NaN,NaN,NaN,NaN,NaN,532,NaN,Trenčín vs FC Košice,da1yty3ag7tfyfun14d97t7h0,2024-08-03,9,SVK,1_liga
M. Faško,17fh37y13hwtz5osjkf16ltxx,dbdao4og2npxkgwkkan30knze,3,NaN,Striker,Centre/Right,NaN,6,1,1,7,2,NaN,NaN,10,7,2,66,2,3,2,14,4,5,1,NaN,2,1,NaN,4,NaN,2,2,2,NaN,1,2,1,NaN,NaN,NaN,NaN,NaN,532,NaN,Trenčín vs FC Košice,da1yty3ag7tfyfun14d97t7h0,2024-08-03,8,SVK,1_liga
